antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str
frozenset({'gravidade_binaria_Fatal'}),"frozenset({'classificacao_acidente_Com Vítimas Fatais', 'fim_de_semana_Não'})",0.07695961995249406,0.0508313539192399,0.0508313539192399,0.6604938271604939,12.99382716049383,1.0,0.04691939223994448,2.795733103001512,0.9999999999999999,0.6604938271604938,0.6423120651515714,0.8302469135802469,gravidade_binaria_Fatal,classificacao_acidente_Com Vítimas Fatais & fim_de_semana_Não
frozenset({'classificacao_acidente_Com Vítimas Fatais'}),"frozenset({'gravidade_binaria_Fatal', 'fim_de_semana_Não'})",0.07695961995249406,0.0508313539192399,0.0508313539192399,0.6604938271604939,12.99382716049383,1.0,0.04691939223994448,2.795733103001512,0.9999999999999999,0.6604938271604938,0.6423120651515714,0.8302469135802469,classificacao_acidente_Com Vítimas Fatais,fim_de_semana_Não & gravidade_binaria_Fatal
"frozenset({'uso_solo_Não', 'classificacao_acidente_Com Vítimas Fatais'})","frozenset({'gravidade_binaria_Fatal', 'fim_de_semana_Não'})",0.07695961995249406,0.0508313539192399,0.0508313539192399,0.6604938271604939,12.99382716049383,1.0,0.04691939223994448,2.795733103001512,0.9999999999999999,0.6604938271604938,0.6423120651515714,0.8302469135802469,classificacao_acidente_Com Vítimas Fatais & uso_solo_Não,fim_de_semana_Não & gravidade_binaria_Fatal
"frozenset({'uso_solo_Não', 'gravidade_binaria_Fatal'})","frozenset({'classificacao_acidente_Com Vítimas Fatais', 'fim_de_semana_Não'})",0.07695961995249406,0.0508313539192399,0.0508313539192399,0.6604938271604939,12.99382716049383,1.0,0.04691939223994448,2.795733103001512,0.9999999999999999,0.6604938271604938,0.6423120651515714,0.8302469135802469,gravidade_binaria_Fatal & uso_solo_Não,classificacao_acidente_Com Vítimas Fatais & fim_de_semana_Não
frozenset({'classificacao_acidente_Com Vítimas Fatais'}),"frozenset({'uso_solo_Não', 'gravidade_binaria_Fatal', 'fim_de_semana_Não'})",0.07695961995249406,0.0508313539192399,0.0508313539192399,0.6604938271604939,12.99382716049383,1.0,0.04691939223994448,2.795733103001512,0.9999999999999999,0.6604938271604938,0.6423120651515714,0.8302469135802469,classificacao_acidente_Com Vítimas Fatais,fim_de_semana_Não & gravidade_binaria_Fatal & uso_solo_Não
frozenset({'gravidade_binaria_Fatal'}),"frozenset({'uso_solo_Não', 'classificacao_acidente_Com Vítimas Fatais', 'fim_de_semana_Não'})",0.07695961995249406,0.0508313539192399,0.0508313539192399,0.6604938271604939,12.99382716049383,1.0,0.04691939223994448,2.795733103001512,0.9999999999999999,0.6604938271604938,0.6423120651515714,0.8302469135802469,gravidade_binaria_Fatal,classificacao_acidente_Com Vítimas Fatais & fim_de_semana_Não & uso_solo_Não
frozenset({'gravidade_binaria_Fatal'}),frozenset({'classificacao_acidente_Com Vítimas Fatais'}),0.07695961995249406,0.07695961995249406,0.07695961995249406,1.0,12.993827160493828,1.0,0.07103683684926174,inf,0.9999999999999998,1.0,1.0,1.0,gravidade_binaria_Fatal,classificacao_acidente_Com Vítimas Fatais
frozenset({'classificacao_acidente_Com Vítimas Fatais'}),frozenset({'gravidade_binaria_Fatal'}),0.07695961995249406,0.07695961995249406,0.07695961995249406,1.0,12.993827160493828,1.0,0.07103683684926174,inf,0.9999999999999998,1.0,1.0,1.0,classificacao_acidente_Com Vítimas Fatais,gravidade_binaria_Fatal
"frozenset({'uso_solo_Não', 'classificacao_acidente_Com Vítimas Fatais'})",frozenset({'gravidade_binaria_Fatal'}),0.07695961995249406,0.07695961995249406,0.07695961995249406,1.0,12.993827160493828,1.0,0.07103683684926174,inf,0.9999999999999998,1.0,1.0,1.0,classificacao_acidente_Com Vítimas Fatais & uso_solo_Não,gravidade_binaria_Fatal
"frozenset({'uso_solo_Não', 'gravidade_binaria_Fatal'})",frozenset({'classificacao_acidente_Com Vítimas Fatais'}),0.07695961995249406,0.07695961995249406,0.07695961995249406,1.0,12.993827160493828,1.0,0.07103683684926174,inf,0.9999999999999998,1.0,1.0,1.0,gravidade_binaria_Fatal & uso_solo_Não,classificacao_acidente_Com Vítimas Fatais
