regra,n_anos_presente,n_anos_total,freq_relativa,status,lift_medio,confianca_media,anos
"ctx_causa_acidente_Velocidade_Incompatível, ctx_tipo_pista_Simples => desfecho_AltaGravidade",2,4,0.5,estavel,1.3011,0.4245,"[2023, 2025]"
"ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Plena_Noite => desfecho_AltaGravidade",2,4,0.5,estavel,1.2977,0.4231,"[2023, 2025]"
"ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Não => desfecho_AltaGravidade",2,4,0.5,estavel,1.2952,0.4258,"[2024, 2025]"
"ctx_tipo_pista_Simples, ctx_tracado_via_Reta, ctx_uso_solo_Não => desfecho_AltaGravidade",4,4,1.0,estavel,1.2888,0.4175,"[2023, 2024, 2025, 2026]"
"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_pista_Simples, ctx_uso_solo_Não => desfecho_AltaGravidade",4,4,1.0,estavel,1.2856,0.4166,"[2023, 2024, 2025, 2026]"
"ctx_tipo_pista_Dupla, ctx_tracado_via_Aclive;Reta => desfecho_AltaGravidade",2,4,0.5,estavel,1.2851,0.4225,"[2024, 2025]"
"ctx_condicao_metereologica_Nublado, ctx_fase_dia_Plena_Noite, ctx_uso_solo_Não => desfecho_AltaGravidade",2,4,0.5,estavel,1.2817,0.4123,"[2024, 2026]"
"ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Plena_Noite, ctx_uso_solo_Sim => desfecho_AltaGravidade",2,4,0.5,estavel,1.2815,0.4168,"[2023, 2024]"
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_fase_dia_Plena_Noite => desfecho_AltaGravidade",2,4,0.5,estavel,1.2783,0.4079,"[2023, 2026]"
"ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Plena_Noite, ctx_tracado_via_Reta => desfecho_AltaGravidade",2,4,0.5,estavel,1.2772,0.4154,"[2023, 2024]"
"ctx_tipo_pista_Simples, ctx_tracado_via_Curva, ctx_uso_solo_Não => desfecho_AltaGravidade",2,4,0.5,estavel,1.2765,0.4163,"[2023, 2025]"
"ctx_condicao_metereologica_Sol, ctx_tipo_pista_Simples => desfecho_AltaGravidade",2,4,0.5,estavel,1.2641,0.4121,"[2023, 2025]"
"ctx_tipo_pista_Simples, ctx_tracado_via_Reta => desfecho_AltaGravidade",2,4,0.5,estavel,1.2571,0.4099,"[2023, 2025]"
"ctx_causa_acidente_Velocidade_Incompatível, ctx_condicao_metereologica_Céu_Claro, ctx_uso_solo_Não => desfecho_AltaGravidade",2,4,0.5,estavel,1.2559,0.404,"[2024, 2026]"
"ctx_tipo_pista_Simples, ctx_uso_solo_Não => desfecho_AltaGravidade",3,4,0.75,estavel,1.2551,0.4101,"[2023, 2024, 2025]"
"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_pista_Simples => desfecho_AltaGravidade",3,4,0.75,estavel,1.2396,0.405,"[2023, 2024, 2025]"
"ctx_causa_acidente_Condutor_Dormindo, ctx_condicao_metereologica_Céu_Claro, ctx_uso_solo_Não => desfecho_AltaGravidade",2,4,0.5,estavel,1.2295,0.4,"[2023, 2024]"
"ctx_causa_acidente_Transitar_na_contramão, ctx_tipo_acidente_Colisão_frontal, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,2.8584,0.9375,[2024]
"ctx_causa_acidente_Pedestre_andava_na_pista, ctx_fim_de_semana_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,2.6902,0.8824,[2024]
"ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Sim, ctx_tipo_acidente_Colisão_frontal => desfecho_AltaGravidade",1,4,0.25,transitoria,2.643,0.8529,[2023]
"ctx_causa_acidente_Transitar_na_contramão, ctx_tipo_acidente_Colisão_frontal, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,2.622,0.8462,[2023]
ctx_causa_acidente_Entrada_inopinada_do_pedestre => desfecho_AltaGravidade,1,4,0.25,transitoria,2.6173,0.8261,[2026]
"ctx_condicao_metereologica_Chuva, ctx_tipo_acidente_Colisão_frontal, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,2.6134,0.8571,[2024]
"ctx_causa_acidente_Pedestre_andava_na_pista, ctx_tipo_acidente_Atropelamento_de_Pedestre, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,2.5795,0.85,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_acidente_Atropelamento_de_Pedestre, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,2.5675,0.8286,[2023]
"ctx_condicao_metereologica_Céu_Claro, ctx_fim_de_semana_Sim, ctx_tipo_acidente_Atropelamento_de_Pedestre => desfecho_AltaGravidade",1,4,0.25,transitoria,2.5346,0.8,[2026]
"ctx_fim_de_semana_Sim, ctx_tipo_acidente_Atropelamento_de_Pedestre, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,2.5289,0.8333,[2025]
"ctx_condicao_metereologica_Nublado, ctx_tipo_acidente_Colisão_frontal, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,2.5085,0.8095,[2023]
"ctx_fase_dia_Plena_Noite, ctx_tipo_acidente_Colisão_frontal, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,2.4962,0.8056,[2023]
"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_acidente_Atropelamento_de_Pedestre, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,2.4962,0.8056,[2023]
"ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Não, ctx_tipo_acidente_Colisão_frontal => desfecho_AltaGravidade",1,4,0.25,transitoria,2.4946,0.8182,[2024]
"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_acidente_Atropelamento_de_Pedestre, ctx_tipo_pista_Dupla => desfecho_AltaGravidade",1,4,0.25,transitoria,2.479,0.8,[2023]
"ctx_causa_acidente_Transitar_na_contramão, ctx_tipo_acidente_Colisão_frontal, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,2.4701,0.814,[2025]
"ctx_causa_acidente_Pedestre_andava_na_pista, ctx_fim_de_semana_Não, ctx_tipo_acidente_Atropelamento_de_Pedestre => desfecho_AltaGravidade",1,4,0.25,transitoria,2.4567,0.8095,[2025]
"ctx_causa_acidente_Transitar_na_contramão, ctx_tipo_pista_Simples, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,2.4441,0.7714,[2026]
"ctx_fim_de_semana_Não, ctx_tipo_acidente_Colisão_frontal, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,2.4287,0.7838,[2023]
"ctx_causa_acidente_Transitar_na_contramão, ctx_fase_dia_Pleno_dia, ctx_tipo_acidente_Colisão_frontal => desfecho_AltaGravidade",1,4,0.25,transitoria,2.4278,0.8,[2025]
"ctx_causa_acidente_Pedestre_andava_na_pista, ctx_tipo_acidente_Atropelamento_de_Pedestre => desfecho_AltaGravidade",1,4,0.25,transitoria,2.4278,0.8,[2025]
"ctx_condicao_metereologica_Nublado, ctx_tipo_acidente_Colisão_frontal, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,2.3836,0.7692,[2023]
"ctx_condicao_metereologica_Chuva, ctx_tipo_acidente_Colisão_frontal, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,2.3782,0.78,[2024]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_tipo_acidente_Colisão_frontal => desfecho_AltaGravidade",1,4,0.25,transitoria,2.3762,0.75,[2026]
"ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Sim, ctx_tipo_acidente_Atropelamento_de_Pedestre => desfecho_AltaGravidade",1,4,0.25,transitoria,2.375,0.7826,[2025]
"ctx_causa_acidente_Transitar_na_contramão, ctx_fim_de_semana_Sim, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,2.355,0.76,[2023]
"ctx_condicao_metereologica_Nublado, ctx_tipo_acidente_Colisão_frontal => desfecho_AltaGravidade",1,4,0.25,transitoria,2.3475,0.7576,[2023]
"ctx_condicao_metereologica_Chuva, ctx_tipo_acidente_Colisão_frontal => desfecho_AltaGravidade",1,4,0.25,transitoria,2.3453,0.7692,[2024]
"ctx_causa_acidente_Transitar_na_contramão, ctx_tracado_via_Reta, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,2.324,0.75,[2023]
"ctx_tipo_acidente_Atropelamento_de_Pedestre, ctx_tracado_via_Reta, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,2.324,0.75,[2023]
"ctx_tipo_acidente_Atropelamento_de_Pedestre, ctx_tipo_pista_Dupla, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,2.324,0.75,[2023]
"ctx_condicao_metereologica_Nublado, ctx_tipo_acidente_Atropelamento_de_Pedestre => desfecho_AltaGravidade",1,4,0.25,transitoria,2.3042,0.7273,[2026]
"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_acidente_Colisão_frontal, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,2.2649,0.7429,[2024]
"ctx_causa_acidente_Transitar_na_contramão, ctx_fim_de_semana_Não, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,2.2512,0.7105,[2026]
"ctx_fase_dia_Pleno_dia, ctx_tipo_acidente_Colisão_frontal, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,2.2442,0.7083,[2026]
"ctx_causa_acidente_Transitar_na_contramão, ctx_tipo_pista_Simples, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,2.2218,0.7321,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_fim_de_semana_Não, ctx_tipo_acidente_Atropelamento_de_Pedestre => desfecho_AltaGravidade",1,4,0.25,transitoria,2.207,0.7273,[2025]
"ctx_fase_dia_Pleno_dia, ctx_tipo_acidente_Atropelamento_de_Pedestre, ctx_tipo_pista_Dupla => desfecho_AltaGravidade",1,4,0.25,transitoria,2.1597,0.7083,[2024]
"ctx_fim_de_semana_Não, ctx_tipo_acidente_Atropelamento_de_Pedestre => desfecho_AltaGravidade",1,4,0.25,transitoria,2.1455,0.7037,[2024]
"ctx_fase_dia_Pleno_dia, ctx_tipo_acidente_Colisão_frontal, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,2.1421,0.7059,[2025]
"ctx_causa_acidente_Transitar_na_contramão, ctx_condicao_metereologica_Céu_Claro, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,2.1304,0.6875,[2023]
"ctx_causa_acidente_Ultrapassagem_Indevida, ctx_tipo_pista_Simples, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,2.0716,0.6538,[2026]
"ctx_fase_dia_Plena_Noite, ctx_tracado_via_Aclive;Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,2.0716,0.6538,[2026]
"ctx_causa_acidente_Ultrapassagem_Indevida, ctx_fase_dia_Pleno_dia => desfecho_AltaGravidade",1,4,0.25,transitoria,2.0658,0.6667,[2023]
"ctx_causa_acidente_Transitar_na_contramão, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,2.0326,0.6667,[2024]
"ctx_causa_acidente_Ultrapassagem_Indevida, ctx_condicao_metereologica_Céu_Claro => desfecho_AltaGravidade",1,4,0.25,transitoria,2.0302,0.6552,[2023]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_tracado_via_Reta, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,2.0092,0.6341,[2026]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_condicao_metereologica_Céu_Claro, ctx_fim_de_semana_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,2.0051,0.6471,[2023]
"ctx_causa_acidente_Transitar_na_contramão, ctx_condicao_metereologica_Céu_Claro, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.9853,0.6512,[2024]
ctx_causa_acidente_Pedestre_cruzava_a_pista_fora_da_faixa => desfecho_AltaGravidade,1,4,0.25,transitoria,1.9832,0.64,[2023]
"ctx_fase_dia_Plena_Noite, ctx_tracado_via_Declive;Reta, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.9802,0.625,[2026]
"ctx_causa_acidente_Ultrapassagem_Indevida, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.9236,0.6071,[2026]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_condicao_metereologica_Nublado, ctx_tipo_acidente_Tombamento => desfecho_AltaGravidade",1,4,0.25,transitoria,1.8967,0.625,[2025]
"ctx_causa_acidente_Ultrapassagem_Indevida, ctx_condicao_metereologica_Céu_Claro, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.8924,0.6207,[2024]
"ctx_causa_acidente_Conversão_proibida, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.8786,0.619,[2025]
ctx_causa_acidente_Conversão_proibida => desfecho_AltaGravidade,1,4,0.25,transitoria,1.8349,0.6047,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Amanhecer, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.8129,0.5946,[2024]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_fase_dia_Plena_Noite, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.7983,0.5926,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_pista_Simples, ctx_tracado_via_Curva;Declive => desfecho_AltaGravidade",1,4,0.25,transitoria,1.7983,0.5926,[2025]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_tipo_pista_Simples, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.7707,0.5714,[2023]
"ctx_fim_de_semana_Não, ctx_tipo_pista_Simples, ctx_tracado_via_Declive;Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.7705,0.5588,[2026]
"ctx_fim_de_semana_Não, ctx_tracado_via_Declive;Reta, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.7669,0.5577,[2026]
"ctx_condicao_metereologica_Céu_Claro, ctx_fim_de_semana_Não, ctx_tracado_via_Curva;Declive => desfecho_AltaGravidade",1,4,0.25,transitoria,1.7508,0.5769,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_fim_de_semana_Não, ctx_tracado_via_Declive;Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.748,0.5517,[2026]
"ctx_causa_acidente_Ultrapassagem_Indevida, ctx_tipo_pista_Simples, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.7074,0.56,[2024]
"ctx_causa_acidente_Ultrapassagem_Indevida, ctx_fim_de_semana_Não, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.7001,0.5366,[2026]
"ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Amanhecer, ctx_fim_de_semana_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.6866,0.5532,[2024]
"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_pista_Simples, ctx_tracado_via_Reta;Declive => desfecho_AltaGravidade",1,4,0.25,transitoria,1.6859,0.5556,[2025]
"ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Não, ctx_tracado_via_Reta;Declive => desfecho_AltaGravidade",1,4,0.25,transitoria,1.6743,0.5517,[2025]
"ctx_causa_acidente_Ultrapassagem_Indevida, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.6739,0.549,[2024]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_tipo_acidente_Colisão_transversal, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.6433,0.5303,[2023]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_condicao_metereologica_Céu_Claro, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.6388,0.5172,[2026]
"ctx_fase_dia_Plena_Noite, ctx_tracado_via_Declive;Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.6322,0.5152,[2026]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_fim_de_semana_Sim, ctx_tipo_acidente_Colisão_transversal => desfecho_AltaGravidade",1,4,0.25,transitoria,1.6294,0.5143,[2026]
"ctx_tracado_via_Declive;Reta, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.6248,0.5128,[2026]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_tipo_pista_Simples, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.6167,0.5217,[2023]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_fase_dia_Pleno_dia, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.6066,0.5294,[2025]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_tipo_pista_Simples, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.6028,0.5172,[2023]
"ctx_causa_acidente_Condutor_Dormindo, ctx_condicao_metereologica_Céu_Claro, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.6028,0.5172,[2023]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_fim_de_semana_Não, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.5963,0.5152,[2023]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_condicao_metereologica_Céu_Claro, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.5936,0.5143,[2023]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_tracado_via_Curva, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.5891,0.5128,[2023]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.581,0.5102,[2023]
"ctx_fase_dia_Pleno_dia, ctx_fim_de_semana_Sim, ctx_tipo_acidente_Colisão_transversal => desfecho_AltaGravidade",1,4,0.25,transitoria,1.5786,0.5094,[2023]
"ctx_causa_acidente_Ultrapassagem_Indevida, ctx_condicao_metereologica_Céu_Claro, ctx_fim_de_semana_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.577,0.5172,[2024]
ctx_causa_acidente_Trafegar_com_motocicleta_(ou_similar)_entre_as_faixas => desfecho_AltaGravidade,1,4,0.25,transitoria,1.5697,0.5172,[2025]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_tipo_acidente_Tombamento, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.5526,0.5116,[2025]
"ctx_fim_de_semana_Não, ctx_tipo_pista_Simples, ctx_tracado_via_Curva;Declive => desfecho_AltaGravidade",1,4,0.25,transitoria,1.5511,0.5111,[2025]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_tipo_acidente_Saída_de_leito_carroçável, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.5494,0.5,[2023]
"ctx_fim_de_semana_Não, ctx_tracado_via_Declive;Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.5413,0.4865,[2026]
"ctx_fim_de_semana_Sim, ctx_tracado_via_Curva;Declive, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.5245,0.5,[2024]
"ctx_condicao_metereologica_Chuva, ctx_tipo_pista_Simples, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.519,0.4902,[2023]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_condicao_metereologica_Céu_Claro, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.5181,0.4792,[2026]
"ctx_condicao_metereologica_Céu_Claro, ctx_tracado_via_Declive;Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.5181,0.4792,[2026]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.5173,0.5,[2025]
"ctx_fim_de_semana_Não, ctx_tipo_pista_Simples, ctx_tracado_via_Declive;Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.5008,0.4737,[2026]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_condicao_metereologica_Nublado => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4961,0.4722,[2026]
"ctx_fase_dia_Amanhecer, ctx_tracado_via_Reta, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4961,0.4722,[2026]
"ctx_causa_acidente_Reação_tardia_ou_ineficiente_do_condutor, ctx_fase_dia_Pleno_dia, ctx_fim_de_semana_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4946,0.4902,[2024]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Plena_Noite => desfecho_AltaGravidade",1,4,0.25,transitoria,1.491,0.4706,[2026]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_fim_de_semana_Não, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4892,0.4907,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Pleno_dia, ctx_tracado_via_Declive;Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4851,0.4688,[2026]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_tracado_via_Declive;Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4851,0.4688,[2026]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_fase_dia_Plena_Noite, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4809,0.4857,[2024]
"ctx_tipo_acidente_Colisão_transversal, ctx_tipo_pista_Simples, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4738,0.4756,[2023]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_tipo_pista_Simples, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4714,0.4848,[2025]
"ctx_causa_acidente_Chuva, ctx_condicao_metereologica_Chuva, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4714,0.4848,[2025]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_tipo_acidente_Tombamento, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4684,0.4839,[2025]
"ctx_causa_acidente_Chuva, ctx_tipo_pista_Simples, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4684,0.4839,[2025]
"ctx_causa_acidente_Condutor_Dormindo, ctx_fim_de_semana_Não, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4633,0.4722,[2023]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_tipo_pista_Simples, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4603,0.4812,[2025]
"ctx_condicao_metereologica_Chuva, ctx_fim_de_semana_Sim, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4567,0.48,[2025]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_fase_dia_Plena_Noite, ctx_tipo_acidente_Colisão_traseira => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4484,0.4571,[2026]
"ctx_fase_dia_Amanhecer, ctx_fim_de_semana_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4463,0.4744,[2024]
"ctx_condicao_metereologica_Céu_Claro, ctx_tracado_via_Declive;Reta, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4442,0.4737,[2024]
"ctx_fim_de_semana_Sim, ctx_tipo_pista_Simples, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4422,0.4752,[2025]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_tipo_pista_Simples, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4415,0.475,[2025]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_tipo_acidente_Colisão_traseira, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4401,0.4545,[2026]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_fase_dia_Plena_Noite, ctx_tipo_acidente_Colisão_transversal => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4401,0.4545,[2026]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_condicao_metereologica_Céu_Claro, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4398,0.4722,[2024]
ctx_tracado_via_Declive;Reta => desfecho_AltaGravidade,1,4,0.25,transitoria,1.4375,0.4537,[2026]
"ctx_fim_de_semana_Não, ctx_tipo_acidente_Colisão_lateral_sentido_oposto, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.436,0.4634,[2023]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_fim_de_semana_Não, ctx_tipo_acidente_Tombamento => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4281,0.4706,[2025]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_tipo_acidente_Colisão_transversal, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4278,0.4608,[2023]
"ctx_condicao_metereologica_Nublado, ctx_tipo_acidente_Tombamento, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4225,0.4688,[2025]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_fase_dia_Plena_Noite, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4225,0.449,[2026]
"ctx_fase_dia_Anoitecer, ctx_fim_de_semana_Não, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4225,0.449,[2026]
"ctx_tipo_acidente_Colisão_transversal, ctx_tipo_pista_Dupla => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4174,0.4474,[2026]
"ctx_condicao_metereologica_Sol, ctx_tracado_via_Reta, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4166,0.4571,[2023]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4158,0.4569,[2023]
"ctx_causa_acidente_Condutor_Dormindo, ctx_tipo_pista_Simples, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4146,0.4565,[2023]
