regra,n_anos_presente,n_anos_total,freq_relativa,status,lift_medio,confianca_media,anos
ctx_fase_dia_Amanhecer => desfecho_AltaGravidade,1,4,0.25,transitoria,1.4111,0.4628,[2024]
"ctx_tipo_pista_Simples, ctx_tracado_via_Reta;Declive, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4085,0.4545,[2023]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_fase_dia_Plena_Noite, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4081,0.4444,[2026]
"ctx_tipo_pista_Simples, ctx_tracado_via_Curva;Declive => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4074,0.4638,[2025]
"ctx_fim_de_semana_Não, ctx_tipo_acidente_Colisão_transversal, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4072,0.4615,[2024]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_tipo_acidente_Tombamento, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4006,0.4615,[2025]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_tipo_acidente_Saída_de_leito_carroçável, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4006,0.4615,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_fim_de_semana_Não, ctx_tracado_via_Reta;Declive => desfecho_AltaGravidade",1,4,0.25,transitoria,1.4006,0.4615,[2025]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_fim_de_semana_Não, ctx_tracado_via_Curva;Declive => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3943,0.4595,[2025]
"ctx_fase_dia_Plena_Noite, ctx_tracado_via_Curva;Declive => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3943,0.4595,[2025]
"ctx_condicao_metereologica_Sol, ctx_fim_de_semana_Sim, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3938,0.4571,[2024]
"ctx_causa_acidente_Chuva, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3873,0.4571,[2025]
"ctx_causa_acidente_Reação_tardia_ou_ineficiente_do_condutor, ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3863,0.4474,[2023]
"ctx_fim_de_semana_Não, ctx_tipo_acidente_Colisão_lateral_sentido_oposto, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3863,0.4474,[2023]
"ctx_fim_de_semana_Não, ctx_tipo_acidente_Colisão_com_objeto, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3859,0.4545,[2024]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_tipo_acidente_Colisão_transversal => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3801,0.4454,[2023]
"ctx_condicao_metereologica_Nublado, ctx_fase_dia_Plena_Noite, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3794,0.4545,[2025]
"ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Não, ctx_tipo_acidente_Colisão_transversal => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3794,0.4545,[2025]
"ctx_condicao_metereologica_Chuva, ctx_tracado_via_Curva;Declive, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3794,0.4545,[2025]
"ctx_causa_acidente_Ingestão_de_álcool_pelo_condutor, ctx_tipo_pista_Simples, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3794,0.4545,[2025]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_tipo_acidente_Tombamento => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3757,0.4533,[2025]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_condicao_metereologica_Céu_Claro, ctx_fim_de_semana_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,1.375,0.451,[2024]
"ctx_condicao_metereologica_Céu_Claro, ctx_tracado_via_Declive;Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.375,0.451,[2024]
"ctx_fase_dia_Amanhecer, ctx_tipo_pista_Simples, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3749,0.434,[2026]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3728,0.4524,[2025]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_condicao_metereologica_Céu_Claro, ctx_tipo_pista_Dupla => desfecho_AltaGravidade",1,4,0.25,transitoria,1.372,0.45,[2024]
"ctx_fim_de_semana_Sim, ctx_tracado_via_Curva;Declive => desfecho_AltaGravidade",1,4,0.25,transitoria,1.372,0.45,[2024]
"ctx_condicao_metereologica_Chuva, ctx_fase_dia_Pleno_dia, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3706,0.4423,[2023]
"ctx_tipo_acidente_Colisão_traseira, ctx_tracado_via_Aclive;Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3701,0.4324,[2026]
"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_acidente_Saída_de_leito_carroçável, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3634,0.44,[2023]
"ctx_condicao_metereologica_Nublado, ctx_tipo_pista_Simples, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3604,0.4483,[2025]
"ctx_tipo_acidente_Colisão_com_objeto, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3603,0.4462,[2024]
"ctx_causa_acidente_Reação_tardia_ou_ineficiente_do_condutor, ctx_fim_de_semana_Sim, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3592,0.4458,[2024]
"ctx_condicao_metereologica_Céu_Claro, ctx_fim_de_semana_Não, ctx_tracado_via_Aclive;Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3578,0.4286,[2026]
"ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Plena_Noite, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3511,0.4452,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_acidente_Colisão_transversal => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3495,0.4259,[2026]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_fase_dia_Pleno_dia, ctx_tracado_via_Curva;Declive => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3488,0.4444,[2025]
ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos => desfecho_AltaGravidade,1,4,0.25,transitoria,1.3481,0.4351,[2023]
"ctx_condicao_metereologica_Céu_Claro, ctx_tracado_via_Aclive;Reta, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3451,0.4412,[2024]
"ctx_condicao_metereologica_Chuva, ctx_fim_de_semana_Não, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3412,0.4328,[2023]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_fim_de_semana_Não, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3404,0.4231,[2026]
"ctx_tipo_acidente_Queda_de_ocupante_de_veículo, ctx_tipo_pista_Simples, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3388,0.4412,[2025]
ctx_tracado_via_Aclive;Reta => desfecho_AltaGravidade,1,4,0.25,transitoria,1.3381,0.4318,[2023]
"ctx_causa_acidente_Condutor_Dormindo, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3367,0.4314,[2023]
"ctx_fim_de_semana_Não, ctx_tracado_via_Declive;Curva, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3366,0.4219,[2026]
"ctx_causa_acidente_Reação_tardia_ou_ineficiente_do_condutor, ctx_tipo_pista_Simples, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3355,0.438,[2024]
"ctx_fase_dia_Pleno_dia, ctx_fim_de_semana_Não, ctx_tracado_via_Curva;Declive => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3353,0.44,[2025]
"ctx_fase_dia_Plena_Noite, ctx_tipo_acidente_Colisão_transversal, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.334,0.4211,[2026]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_condicao_metereologica_Nublado, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3334,0.4394,[2025]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_tipo_acidente_Saída_de_leito_carroçável, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3323,0.439,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_acidente_Colisão_lateral_sentido_oposto, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3323,0.439,[2025]
"ctx_causa_acidente_Condutor_Dormindo, ctx_condicao_metereologica_Céu_Claro, ctx_fim_de_semana_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.328,0.4286,[2023]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.328,0.4286,[2023]
"ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Sim, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3248,0.4365,[2025]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_condicao_metereologica_Céu_Claro, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3239,0.4342,[2024]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_fim_de_semana_Sim, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3231,0.434,[2024]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_fase_dia_Pleno_dia, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3201,0.4167,[2026]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_condicao_metereologica_Céu_Claro, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3201,0.4167,[2026]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_fim_de_semana_Não, ctx_tipo_pista_Dupla => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3201,0.4167,[2026]
"ctx_tracado_via_Aclive;Reta, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3152,0.4314,[2024]
"ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Sim, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.315,0.4333,[2025]
"ctx_fim_de_semana_Sim, ctx_tipo_pista_Simples, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3136,0.4239,[2023]
"ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Não, ctx_tipo_acidente_Colisão_traseira => desfecho_AltaGravidade",1,4,0.25,transitoria,1.313,0.4237,[2023]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_condicao_metereologica_Chuva, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3123,0.4324,[2025]
"ctx_fase_dia_Anoitecer, ctx_fim_de_semana_Não, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.311,0.4231,[2023]
"ctx_condicao_metereologica_Chuva, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.311,0.4231,[2023]
"ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Anoitecer, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3104,0.4318,[2025]
"ctx_condicao_metereologica_Nublado, ctx_fim_de_semana_Sim, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3091,0.4314,[2025]
"ctx_tipo_acidente_Colisão_transversal, ctx_tipo_pista_Simples, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3085,0.4312,[2025]
"ctx_condicao_metereologica_Chuva, ctx_tipo_pista_Simples, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3067,0.4286,[2024]
"ctx_condicao_metereologica_Nublado, ctx_tipo_acidente_Colisão_transversal => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3046,0.4118,[2026]
"ctx_condicao_metereologica_Sol, ctx_fim_de_semana_Não, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3024,0.4203,[2023]
"ctx_tipo_acidente_Tombamento, ctx_tipo_pista_Simples, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3006,0.4286,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_fim_de_semana_Sim, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3006,0.4286,[2025]
"ctx_condicao_metereologica_Nublado, ctx_tipo_pista_Simples, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.3006,0.4286,[2025]
"ctx_fim_de_semana_Não, ctx_tracado_via_Declive;Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2998,0.4103,[2026]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_fase_dia_Pleno_dia, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2958,0.425,[2024]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_condicao_metereologica_Nublado => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2948,0.4267,[2025]
"ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Não, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2947,0.4247,[2024]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_fase_dia_Pleno_dia, ctx_fim_de_semana_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2913,0.4235,[2024]
"ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Não, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2911,0.4167,[2023]
"ctx_fim_de_semana_Não, ctx_tracado_via_Curva;Declive => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2897,0.425,[2025]
"ctx_fase_dia_Plena_Noite, ctx_tracado_via_Reta, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2886,0.4158,[2023]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_condicao_metereologica_Céu_Claro, ctx_fim_de_semana_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2853,0.4235,[2025]
"ctx_fase_dia_Plena_Noite, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2809,0.4134,[2023]
"ctx_condicao_metereologica_Céu_Claro, ctx_fim_de_semana_Não, ctx_tipo_acidente_Colisão_com_objeto => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2803,0.4219,[2025]
"ctx_fase_dia_Amanhecer, ctx_fim_de_semana_Não, ctx_tipo_pista_Dupla => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2778,0.4211,[2025]
ctx_tipo_acidente_Colisão_transversal => desfecho_AltaGravidade,1,4,0.25,transitoria,1.2768,0.403,[2026]
"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_pista_Simples, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2767,0.4188,[2024]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_tracado_via_Reta, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.275,0.4182,[2024]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_tracado_via_Curva;Declive, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2746,0.42,[2025]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_fim_de_semana_Não, ctx_tipo_acidente_Colisão_traseira => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2746,0.4023,[2026]
"ctx_tracado_via_Declive;Curva, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2742,0.4022,[2026]
"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_acidente_Colisão_transversal, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2726,0.4174,[2024]
"ctx_fase_dia_Amanhecer, ctx_fim_de_semana_Não, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2726,0.4194,[2025]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_fim_de_semana_Não, ctx_tipo_acidente_Colisão_com_objeto => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2704,0.4167,[2024]
"ctx_fase_dia_Plena_Noite, ctx_tipo_acidente_Tombamento, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2677,0.4091,[2023]
"ctx_condicao_metereologica_Chuva, ctx_tipo_pista_Simples, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2674,0.4176,[2025]
ctx_tracado_via_Declive;Curva => desfecho_AltaGravidade,1,4,0.25,transitoria,1.2673,0.4,[2026]
"ctx_fase_dia_Pleno_dia, ctx_tipo_acidente_Colisão_transversal, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2666,0.4088,[2023]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_condicao_metereologica_Céu_Claro, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2645,0.4167,[2025]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_fase_dia_Plena_Noite, ctx_tipo_acidente_Saída_de_leito_carroçável => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2645,0.4167,[2025]
"ctx_condicao_metereologica_Chuva, ctx_tracado_via_Curva;Declive => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2645,0.4167,[2025]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_fim_de_semana_Não, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2645,0.4167,[2025]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_fim_de_semana_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2642,0.4146,[2024]
"ctx_causa_acidente_Reação_tardia_ou_ineficiente_do_condutor, ctx_fim_de_semana_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2627,0.4141,[2024]
"ctx_condicao_metereologica_Nublado, ctx_fim_de_semana_Sim, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2627,0.4141,[2024]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_tracado_via_Curva;Declive => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2597,0.4151,[2025]
"ctx_causa_acidente_Reação_tardia_ou_ineficiente_do_condutor, ctx_condicao_metereologica_Nublado, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2593,0.413,[2024]
"ctx_fase_dia_Plena_Noite, ctx_tipo_acidente_Colisão_traseira, ctx_tipo_pista_Dupla => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2589,0.4062,[2023]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_tipo_pista_Simples, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2557,0.4138,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Anoitecer, ctx_fim_de_semana_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2527,0.4043,[2023]
"ctx_tipo_acidente_Colisão_lateral_sentido_oposto, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2518,0.4125,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_pista_Simples, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2509,0.4122,[2025]
"ctx_condicao_metereologica_Sol, ctx_fase_dia_Pleno_dia, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2496,0.4118,[2025]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_fim_de_semana_Não, ctx_tipo_acidente_Saída_de_leito_carroçável => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2495,0.4032,[2023]
"ctx_fase_dia_Pleno_dia, ctx_fim_de_semana_Sim, ctx_tipo_acidente_Colisão_traseira => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2473,0.4091,[2024]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Pleno_dia => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2473,0.4091,[2024]
"ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Pleno_dia, ctx_tipo_acidente_Queda_de_ocupante_de_veículo => desfecho_AltaGravidade",1,4,0.25,transitoria,1.245,0.4103,[2025]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_tracado_via_Reta, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,1.245,0.4103,[2025]
"ctx_fase_dia_Amanhecer, ctx_tipo_pista_Dupla, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.245,0.4103,[2025]
"ctx_fase_dia_Anoitecer, ctx_fim_de_semana_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2415,0.4091,[2025]
"ctx_condicao_metereologica_Garoa/Chuvisco, ctx_fim_de_semana_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2386,0.4082,[2025]
"ctx_fase_dia_Plena_Noite, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2378,0.4079,[2025]
"ctx_condicao_metereologica_Sol, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2377,0.4059,[2024]
ctx_condicao_metereologica_Garoa/Chuvisco => desfecho_AltaGravidade,1,4,0.25,transitoria,1.2344,0.4068,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_fim_de_semana_Não, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2328,0.4062,[2025]
"ctx_fim_de_semana_Não, ctx_tipo_acidente_Tombamento, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2328,0.4062,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_acidente_Colisão_com_objeto, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2303,0.4054,[2025]
"ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Sim, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2303,0.4054,[2025]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_condicao_metereologica_Céu_Claro, ctx_tipo_acidente_Colisão_transversal => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2294,0.4032,[2024]
"ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2275,0.4045,[2025]
"ctx_tipo_pista_Simples, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2273,0.4044,[2025]
"ctx_fase_dia_Plena_Noite, ctx_tracado_via_Reta, ctx_uso_solo_Não => desfecho_AltaGravidade",1,4,0.25,transitoria,1.227,0.4024,[2024]
"ctx_condicao_metereologica_Nublado, ctx_fim_de_semana_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,1.224,0.4015,[2024]
ctx_tipo_pista_Simples => desfecho_AltaGravidade,1,4,0.25,transitoria,1.2239,0.4033,[2025]
ctx_tracado_via_Curva;Declive => desfecho_AltaGravidade,1,4,0.25,transitoria,1.2233,0.4031,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_tracado_via_Reta;Declive => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2218,0.4026,[2025]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_fim_de_semana_Não, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2218,0.4026,[2025]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_condicao_metereologica_Céu_Claro => desfecho_AltaGravidade",1,4,0.25,transitoria,1.2196,0.4,[2024]
