rank,contexto,confidence,lift,confidence_boot_mean,confidence_ic95_low,confidence_ic95_high,lift_boot_mean,lift_ic95_low,lift_ic95_high
1,"ctx_causa_acidente_Pedestre_andava_na_pista, ctx_fase_dia_Plena_Noite, ctx_tipo_acidente_Atropelamento_de_Pedestre",0.8162162162162162,2.4338374666967115,0.8142374980132943,0.7572067147863069,0.8663916373000813,2.42789823084994,2.261979309704149,2.580981278948049
2,"ctx_causa_acidente_Pedestre_andava_na_pista, ctx_tipo_acidente_Atropelamento_de_Pedestre, ctx_uso_solo_Não",0.8087431693989071,2.411553933273838,0.8100138526060939,0.7563571428571428,0.8622496220710506,2.4137412054597553,2.2466497404881984,2.5618925528116945
3,"ctx_fase_dia_Plena_Noite, ctx_tipo_acidente_Atropelamento_de_Pedestre, ctx_uso_solo_Não",0.8052805280528053,2.4012288428450494,0.8060220692755371,0.7611212127732829,0.8475394646533974,2.403816835654872,2.2670642775755785,2.5351227071559306
4,"ctx_causa_acidente_Pedestre_andava_na_pista, ctx_fase_dia_Plena_Noite",0.8031088082901554,2.394753091909831,0.8041115961290217,0.7395194180318478,0.8656868274904547,2.398860214482734,2.210301845747744,2.5790914804577207
5,"ctx_causa_acidente_Pedestre_andava_na_pista, ctx_tipo_acidente_Atropelamento_de_Pedestre, ctx_tracado_via_Reta",0.8,2.3854830799411477,0.7984619291870032,0.7329102267802976,0.8621615366813237,2.380765163459428,2.187928803332341,2.5667371801692838
