regra,n_anos_presente,n_anos_total,freq_relativa,status,lift_medio,confianca_media,anos
"ctx_fim_de_semana_Sim, ctx_tipo_acidente_Colisão_transversal, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.366,0.4524,[2023]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_fim_de_semana_Sim, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.3644,0.4519,[2023]
"ctx_fase_dia_Plena_Noite, ctx_tipo_acidente_Colisão_traseira, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.3625,0.4671,[2025]
"ctx_causa_acidente_Ingestão_de_álcool_pelo_condutor, ctx_tipo_pista_Simples, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.3594,0.466,[2025]
"ctx_fase_dia_Plena_Noite, ctx_tracado_via_Curva, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.3571,0.4494,[2023]
"ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Anoitecer, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.3567,0.4651,[2025]
"ctx_fase_dia_Plena_Noite, ctx_tipo_acidente_Colisão_transversal, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.3567,0.4651,[2025]
"ctx_fase_dia_Plena_Noite, ctx_tracado_via_Reta;Aclive => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.3532,0.4639,[2025]
"ctx_fim_de_semana_Não, ctx_tipo_pista_Simples, ctx_tracado_via_Curva;Declive => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.35,0.4628,[2025]
"ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Sim, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.3383,0.4432,[2023]
