regra,n_anos_presente,n_anos_total,freq_relativa,status,lift_medio,confianca_media,anos
"ctx_fase_dia_Plena_Noite, ctx_tipo_pista_Simples, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.3368,0.4435,[2024]
"ctx_condicao_metereologica_Garoa/Chuvisco, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.3211,0.4375,[2023]
"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_acidente_Colisão_lateral_sentido_oposto, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.3204,0.438,[2024]
"ctx_condicao_metereologica_Nublado, ctx_fim_de_semana_Sim, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.3201,0.4379,[2024]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_condicao_metereologica_Céu_Claro, ctx_fim_de_semana_Sim => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.3148,0.4362,[2024]
"ctx_tipo_acidente_Colisão_transversal, ctx_tipo_pista_Simples, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.312,0.4345,[2023]
"ctx_fim_de_semana_Sim, ctx_tipo_acidente_Colisão_transversal, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.3119,0.4352,[2024]
"ctx_causa_acidente_Condutor_Dormindo, ctx_tipo_pista_Simples, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.3062,0.4326,[2023]
"ctx_fim_de_semana_Não, ctx_tipo_pista_Simples, ctx_tracado_via_Declive;Curva => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.3057,0.4476,[2025]
"ctx_causa_acidente_Condutor_Dormindo, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.3053,0.4323,[2023]
"ctx_fase_dia_Plena_Noite, ctx_tracado_via_Reta, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.3051,0.4322,[2023]
"ctx_condicao_metereologica_Nublado, ctx_fim_de_semana_Sim, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.3049,0.4329,[2024]
"ctx_condicao_metereologica_Nublado, ctx_fase_dia_Plena_Noite => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.297,0.4303,[2024]
"ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Sim, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2944,0.4438,[2025]
"ctx_tipo_pista_Simples, ctx_tracado_via_Curva, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2941,0.4286,[2023]
"ctx_fase_dia_Plena_Noite, ctx_tracado_via_Reta;Declive => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2936,0.4435,[2025]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_condicao_metereologica_Céu_Claro, ctx_fim_de_semana_Sim => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2874,0.4264,[2023]
"ctx_condicao_metereologica_Nublado, ctx_tipo_acidente_Colisão_transversal, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2818,0.4252,[2024]
"ctx_condicao_metereologica_Nublado, ctx_fim_de_semana_Sim => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2787,0.4242,[2024]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_tipo_acidente_Saída_de_leito_carroçável, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2784,0.4234,[2023]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2761,0.4226,[2023]
"ctx_fase_dia_Plena_Noite, ctx_tipo_acidente_Colisão_transversal, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2755,0.4224,[2023]
"ctx_tipo_acidente_Colisão_transversal, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2651,0.419,[2023]
"ctx_fase_dia_Plena_Noite, ctx_tracado_via_Curva;Declive => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2596,0.4318,[2025]
"ctx_condicao_metereologica_Nublado, ctx_fim_de_semana_Sim, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2583,0.4314,[2025]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_condicao_metereologica_Céu_Claro, ctx_tipo_pista_Dupla => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2578,0.4312,[2025]
"ctx_condicao_metereologica_Sol, ctx_fim_de_semana_Sim => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2542,0.4161,[2024]
"ctx_condicao_metereologica_Céu_Claro, ctx_tracado_via_Curva;Declive => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2525,0.4294,[2025]
"ctx_fase_dia_Amanhecer, ctx_fim_de_semana_Sim, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2499,0.4146,[2024]
"ctx_condicao_metereologica_Nublado, ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2488,0.4136,[2023]
"ctx_fase_dia_Amanhecer, ctx_fim_de_semana_Não, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2483,0.4279,[2025]
"ctx_tipo_pista_Simples, ctx_tracado_via_Reta;Aclive, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2464,0.4135,[2024]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_tipo_pista_Simples, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2397,0.425,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Plena_Noite, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2376,0.4105,[2024]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_tracado_via_Reta, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.236,0.4237,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_tracado_via_Declive;Reta, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2345,0.4095,[2024]
"ctx_fase_dia_Amanhecer, ctx_fim_de_semana_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.233,0.4227,[2025]
"ctx_condicao_metereologica_Nublado, ctx_fase_dia_Plena_Noite, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2312,0.4221,[2025]
"ctx_condicao_metereologica_Sol, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2304,0.4082,[2024]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_tipo_pista_Simples, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2298,0.4079,[2024]
"ctx_fase_dia_Plena_Noite, ctx_tipo_acidente_Colisão_traseira, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2296,0.4079,[2024]
"ctx_fim_de_semana_Não, ctx_tracado_via_Reta;Declive, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2256,0.4059,[2023]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_condicao_metereologica_Céu_Claro, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2217,0.4053,[2024]
"ctx_condicao_metereologica_Nublado, ctx_tipo_acidente_Colisão_traseira, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2215,0.4187,[2025]
"ctx_causa_acidente_Ingestão_de_álcool_pelo_condutor, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2211,0.4186,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Amanhecer, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2194,0.4045,[2024]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_tracado_via_Curva;Declive => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.219,0.4179,[2025]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_fim_de_semana_Sim, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2181,0.4041,[2024]
"ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Não, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2169,0.4037,[2024]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Plena_Noite => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2168,0.4171,[2025]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_fim_de_semana_Não, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2166,0.4171,[2025]
ctx_fase_dia_Amanhecer => desfecho_AltaGravidade,1,3,0.333,intermediaria,1.2165,0.4171,[2025]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_condicao_metereologica_Nublado, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2152,0.4031,[2024]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_tipo_acidente_Colisão_transversal, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2146,0.4022,[2023]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_fim_de_semana_Não, ctx_tipo_acidente_Colisão_transversal => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2139,0.4161,[2025]
"ctx_tipo_pista_Simples, ctx_tracado_via_Declive;Curva, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2136,0.4161,[2025]
"ctx_fim_de_semana_Não, ctx_tipo_acidente_Colisão_transversal => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2135,0.416,[2025]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_condicao_metereologica_Céu_Claro, ctx_tipo_acidente_Colisão_transversal => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2104,0.4015,[2024]
"ctx_fase_dia_Plena_Noite, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.21,0.4148,[2025]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_condicao_metereologica_Céu_Claro, ctx_fim_de_semana_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2097,0.4147,[2025]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_fim_de_semana_Não, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2085,0.4143,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Amanhecer => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2083,0.4008,[2024]
"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_acidente_Colisão_com_objeto, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.2058,0.4,[2024]
"ctx_tipo_acidente_Colisão_transversal, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.1997,0.4113,[2025]
"ctx_causa_acidente_Velocidade_Incompatível, ctx_uso_solo_Sim => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.1985,0.4109,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_fim_de_semana_Sim, ctx_tracado_via_Curva => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.1888,0.4075,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Anoitecer, ctx_tracado_via_Reta => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.1869,0.4069,[2025]
ctx_tipo_acidente_Colisão_transversal => desfecho_AltaGravidade,1,3,0.333,intermediaria,1.1843,0.406,[2025]
"ctx_causa_acidente_Ausência_de_reação_do_condutor, ctx_fim_de_semana_Não, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.1755,0.403,[2025]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_fim_de_semana_Não, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.1736,0.4023,[2025]
"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_fim_de_semana_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.1717,0.4017,[2025]
"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_pista_Simples => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.1703,0.4012,[2025]
"ctx_causa_acidente_Ingestão_de_álcool_pelo_condutor, ctx_condicao_metereologica_Céu_Claro, ctx_uso_solo_Não => desfecho_AltaGravidade",1,3,0.333,intermediaria,1.1668,0.4,[2025]
